,Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Year_text,Year_date,Volume,Volume_liters
270,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,113.0527292,113052.7292
271,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,120.3622755,120362.27549999999
272,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,132.4802705,132480.27049999998
273,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,125.0044188,125004.4188
274,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,142.8203854,142820.3854
275,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,143.1062928,143106.2928
276,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,137.6459745,137645.97449999998
277,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,134.3473279,134347.3279
278,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,116.6378851,116637.8851
279,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,108.1106279,108110.62789999999
280,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,87.07795066,87077.95066
281,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,104.635978,104635.97799999999
282,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,118.9651498,118965.1498
283,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,136.8357702,136835.7702
284,Middle East and Africa,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,148.4629399,148462.9399
285,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,265.7638349,265763.8349
286,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,252.2058888,252205.8888
287,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,248.9132794,248913.2794
288,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,247.5195016,247519.50160000002
289,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,237.4304278,237430.42779999998
290,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,232.0967094,232096.70940000002
291,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,223.6239832,223623.9832
292,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,231.8777128,231877.7128
293,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,238.5056572,238505.65720000002
294,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,263.4476315,263447.6315
295,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,292.4418839,292441.8839
296,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,296.6264978,296626.49779999995
297,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,293.9217151,293921.7151
298,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,312.1269045,312126.9045
299,North America,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,329.6114479,329611.44789999997
300,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,74.03235393,74032.35393
301,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,70.25570166,70255.70166
302,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,58.13637269,58136.372690000004
303,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,56.05918642,56059.186420000005
304,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,54.34707005,54347.07005
305,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,52.49154174,52491.54174
306,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,52.73445995,52734.459950000004
307,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,54.87052528,54870.52528
308,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,57.75652602,57756.526020000005
309,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,57.5294513,57529.4513
310,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,59.86989818,59869.89818
311,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,61.30268288,61302.68288
312,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,59.88496458,59884.96458
313,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,57.27719494,57277.19494
314,Western Europe,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,54.69074493,54690.74493
315,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,1904.934215,1904934.215
316,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,1976.387398,1976387.398
317,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,2058.68635,2058686.3499999999
318,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,2143.300396,2143300.396
319,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,2270.774444,2270774.444
320,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,2446.202358,2446202.358
321,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,2654.0542,2654054.2
322,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,2865.782382,2865782.3819999998
323,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,3121.620204,3121620.204
324,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,3303.633261,3303633.261
325,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,3401.141861,3401141.861
326,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,3508.982087,3508982.087
327,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,3509.489142,3509489.142
328,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,3568.83049,3568830.4899999998
329,Asia Pacific,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,3634.801899,3634801.899
330,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,49.5935048,49593.504799999995
331,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,50.16928815,50169.28815
332,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,50.29701508,50297.015080000005
333,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,51.27836713,51278.36713
334,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,52.16219481,52162.19481
335,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,53.98736921,53987.36921
336,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,56.22662802,56226.62802
337,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,57.3532737,57353.273700000005
338,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,59.05503755,59055.03755
339,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,58.26617853,58266.17853
340,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,57.43254124,57432.54124
341,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,56.44191543,56441.91543
342,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,56.27242855,56272.428550000004
343,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,56.15189278,56151.892779999995
344,Australasia,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,56.13795817,56137.95817
345,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,171.5786193,171578.61930000002
346,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,165.9294768,165929.4768
347,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,177.1110681,177111.0681
348,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,176.4294191,176429.4191
349,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,183.8967077,183896.7077
350,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,188.458434,188458.434
351,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,177.5483732,177548.37319999997
352,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,182.4714844,182471.48440000002
353,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,189.5063956,189506.3956
354,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,188.4979322,188497.9322
355,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,179.3017951,179301.7951
356,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,167.1339677,167133.9677
357,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,156.7950762,156795.0762
358,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,154.12024,154120.24
359,Eastern Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,168.3906505,168390.6505
360,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,300.2481123,300248.1123
361,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,313.7532677,313753.26769999997
362,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,329.599153,329599.153
363,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,332.8315862,332831.5862
364,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,338.2387526,338238.7526
365,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,331.6698018,331669.8018
366,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,333.5931294,333593.12940000003
367,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,329.6028299,329602.8299
368,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,336.7017038,336701.7038
369,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,335.8083839,335808.3839
370,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,330.5896424,330589.6424
371,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,331.9884991,331988.4991
372,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,325.9704993,325970.49929999997
373,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,323.9261125,323926.1125
374,Latin America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,376.8279345,376827.93450000003
375,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,212.7620569,212762.0569
376,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,226.9109486,226910.9486
377,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,237.2653244,237265.32439999998
378,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,240.8786292,240878.6292
379,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,241.1803462,241180.3462
380,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,245.054187,245054.187
381,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,248.2969434,248296.9434
382,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,255.4996935,255499.6935
383,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,259.5306998,259530.69979999997
384,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,275.1289715,275128.9715
385,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,282.1232783,282123.2783
386,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,290.5961997,290596.1997
387,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,294.9412848,294941.2848
388,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,289.8228181,289822.81810000003
389,Middle East and Africa,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,294.9861788,294986.1788
390,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,754.9977759,754997.7759
391,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,778.8395894,778839.5894
392,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,798.8301167,798830.1167
393,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,827.3280025,827328.0025000001
394,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,854.0127321,854012.7321
395,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,882.7978523,882797.8523
396,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,906.0168962,906016.8962000001
397,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,926.8638466,926863.8465999999
398,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,947.7673591,947767.3591
399,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,970.3878357,970387.8356999999
400,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,1000.148295,1000148.2949999999
401,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,1008.190125,1008190.125
402,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,1022.370704,1022370.704
403,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,1031.280818,1031280.818
404,North America,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,1044.881268,1044881.268
405,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2007,31/12/2007,246.1574127,246157.41270000002
406,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2008,31/12/2008,242.4454184,242445.4184
407,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2009,31/12/2009,241.0658123,241065.8123
408,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2010,31/12/2010,239.7112289,239711.22890000002
409,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2011,31/12/2011,239.1423332,239142.3332
410,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2012,31/12/2012,239.427382,239427.38199999998
411,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2013,31/12/2013,237.5354952,237535.4952
412,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2014,31/12/2014,233.0108058,233010.8058
413,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2015,31/12/2015,227.0812838,227081.2838
414,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2016,31/12/2016,221.4798151,221479.8151
415,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2017,31/12/2017,215.8594198,215859.4198
416,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2018,31/12/2018,210.535489,210535.489
417,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2019,31/12/2019,208.3751161,208375.1161
418,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2020,31/12/2020,205.3320016,205332.00160000002
419,Western Europe,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Food/drink/tobacco specialists,3,000 litres,2021,31/12/2021,205.2293891,205229.3891
